CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE
I-200-11269-063015;WITHDRAWN;9/26/11;10/6/14;H-1B;10/10/2011;10/09/2014;UNITED SOFTWARE GROUP INC.;555 METRO PLACE NORTH;SUITE 100;DUBLIN;OH;FRANKLIN;UNITED STATES OF AMERICA;FRANKLIN;6147913223;;"L. NAGANANDA, ESQ.";ISELIN;NJ;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;48672.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;60000.00 -;Year;Y;N;TROY;OAKLAND;MI;48084
I-200-11269-877035;CERTIFIED-WITHDRAWN;9/26/11;11/7/14;H-1B;02/02/2012;02/02/2015;"NET MATRIX SOLUTIONS, INC.";"10235 W. LITTLE YORK ROAD, SUITE 435";;HOUSTON;TX;77040;UNITED STATES OF AMERICA;;2815982600;328;;;;SYSTEMS ANLALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;65645.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;69014 -;Year;N;N;MILAN;ROCK ISLAND;IL;61264
I-200-11270-041796;CERTIFIED-WITHDRAWN;9/30/11;10/24/14;H-1B;12/14/2011;12/14/2014;"ORACLE AMERICA, INC.";500 ORACLE PARKWAY;;REDWOOD SHORES;CA;94065;UNITED STATES OF AMERICA;;6505067000;;FRIEDA GARCIA;SAN FRANCISCO;CA;COMPUTER SYSTEMS ANALYST (TECHNICAL ANALYST 3-SUPPORT);15-1121;COMPUTER SYSTEMS ANALYSTS;511210;1;Y;79102.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;80080 -;Year;N;N;SANTA CLARA;SANTA CLARA;CA;95054
I-200-11270-594006;CERTIFIED-WITHDRAWN;9/27/11;10/29/14;H-1B;11/01/2011;10/31/2014;"ZAVER PHARMACEUTICALS, INC.";1051 S. RIVERSIDE DRIVE;;CLARKSVILLE;TN;37040;UNITED STATES OF AMERICA;;9316452494;;MURALI BASHYAM;RALEIGH;NC;PHARMACY INTERN;29-1051;PHARMACISTS;446110;1;Y;99445.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;100000.00 -;Year;N;N;CLARKSVILLE;MONTGOMERY;TN;37040
I-200-11270-829385;CERTIFIED-WITHDRAWN;9/27/11;10/1/14;H-1B;12/21/2011;12/21/2014;"ALINDUS, INC.";9810 E 42ND ST;SUITE# 224;TULSA;OK;74146;UNITED STATES OF AMERICA;;9189259695;;;;;SOFTWARE ENGINEER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;25.81;Hour;Level I;OES;2011;OFLC ONLINE DATA CENTER;25.81 -;Hour;Y;N;BOULDER;BOULDER;CO;80301
I-200-11271-176137;CERTIFIED-WITHDRAWN;9/29/11;10/15/14;H-1B;12/01/2011;11/30/2014;DARTMOUTH COLLEGE;44 NORTH COLLEGE ST.;SUITE 6202;HANOVER;NH;03755;UNITED STATES OF AMERICA;;6036463474;;;;;RESEARCH ASSISTANT PROFESSOR OF SURGERY;19-1042;"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS";611310;1;Y;62171.00;Year;Level III;OES;2011;OFLC ONLINE DATA CENTER;72099.96 -;Year;N;N;LEBANON;GRAFTON;NH;03766
I-200-11271-281725;CERTIFIED-WITHDRAWN;11/1/11;10/14/14;H-1B;04/01/2012;04/01/2015;"BRUKER NANO, INC.";112 ROBIN HILL ROAD;;SANTA BARBARA;CA;93117;UNITED STATES OF AMERICA;;8059671400;2366;"ANDREW WILSON, ESQ.";BUFFALO;NY;TECHNICAL SUPPORT ENGINEER;17-2072;"ELECTRONICS ENGINEERS, EXCEPT COMPUTER";333290;1;Y;67725.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;67725.00 -;Year;N;N;SANTA BARBARA;SANTA BARBARA;CA;93117
I-200-11271-720412;CERTIFIED-WITHDRAWN;10/31/11;10/2/14;H-1B;04/29/2012;04/28/2015;FEDERAL HOME LOAN MORTGAGE CO.;8250 JONES BRANCH DRIVE;MSA3E;MCLEAN;VA;22102;UNITED STATES OF AMERICA;;7039188838;;JAMES ALEXANDER;WASHINGTON;DC;"DEVELOPMENT, SENIOR";15-1131;COMPUTER PROGRAMMERS;522294;1;Y;94078.00;Year;Level IV;OES;2011;OFLC ONLINE DATA CENTER;94100 - 121600;Year;N;N;MCLEAN;FAIRFAX;VA;22102
I-200-11271-927390;WITHDRAWN;10/11/11;10/24/14;H-1B;01/15/2012;01/14/2015;EMDEON BUSINESS SERVICES LLC;3055 LEBANON ROAD;;NASHVILLE;TN;37214;UNITED STATES OF AMERICA;;6159323171;;SARIKA GARG;MCLEAN;VA;STAFF ENGINEER III;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541219;1;Y;61984;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;61984 - 76000;Year;N;N;NASHVILLE;DAVIDSON;TN;37214
I-200-11272-026225;WITHDRAWN;10/4/11;10/29/14;H-1B;02/22/2012;02/21/2015;ERICSSON INC.;"6300 LEGACY DRIVE, R1-C10";;PLANO;TX;75024;UNITED STATES OF AMERICA;;9725833415;;KORTNEY KLEIN;DALLAS;TX;DATABASE ANALYST;15-1141;DATABASE ADMINISTRATORS;334220;1;Y;56243;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;76775 - 103872;Year;N;N;OVERLAND PARK;JOHNSON;KS;66251
I-200-11272-319573;CERTIFIED-WITHDRAWN;10/7/11;10/21/14;H-1B;03/23/2012;03/22/2015;"CVS RX SERVICES, INC.";ONE CVS DRIVE;;WOONSOCKET;RI;2895;UNITED STATES OF AMERICA;;4017704549;;MAHSA ALIASKARI;SANTA MONICA;CA;PHARMACIST;29-1051;PHARMACISTS;446110;1;N;52.31;Hour;Level II;OES;2011;OFLC ONLINE DATA CENTER;55.60 - 67.50;Hour;N;N;LAKE ELSINORE;RIVERSIDE;CA;92530
I-200-11272-524333;CERTIFIED-WITHDRAWN;9/29/11;12/12/14;H-1B;03/16/2012;03/15/2015;BETH ISRAEL DEACONESS MEDICAL CENTER;C/O HIO;1350 MASSACHUSETTS AVE # 864;CAMBRIDGE;MA;02138;UNITED STATES OF AMERICA;;6174959227;;;;;RESEARCH FELLOW / RESEARCH FELLOW;19-1029;"BIOLOGICAL SCIENTISTS, ALL OTHER";622110;1;Y;33010.00;Year;Level I;Other;2011;OFLC ONLINE DATA CENTER;40000 -;Year;N;N;BOSTON;SUFFOLK;MA;02215
I-200-11272-705483;CERTIFIED;2/27/15;3/5/15;H-1B;08/29/2015;08/28/2018;"SUNERA TECHNOLOGIES, INC";631 E. BIG BEAVER;SUITE 109;TROY;MI;48083;UNITED STATES OF AMERICA;N/A;2485240222;103;;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;5415;1;Y;69056;Year;Level II;OES;2014;OFLC ONLINE DATA CENTER;70000 -;Year;Y;N;WASHINGTON;DISTRICT OF COLUMBIA;DC;20001
I-200-11272-831160;CERTIFIED;4/14/15;4/20/15;H-1B;04/30/2015;04/30/2018;MAHARISHI UNIVERSITY OF MANAGEMENT;1000 NORTH 4TH ST;;FAIRFIELD;IA;52557;UNITED STATES OF AMERICA;;6414721107;;NANCY WATKINS;FAIRFIELD;IA;INSTRUCTOR OF EXERCISE AND SPORTS SCIENCE;29-1128;EXERCISE PHYSIOLOGISTS;61162;1;Y;38854.00;Year;Level I;Other;2014;OFLC ONLINE DATA CENTER;38880 -;Year;N;N;FAIRFIELD;JEFFERSON;IA;52557
I-200-11273-274165;CERTIFIED-WITHDRAWN;9/30/11;11/12/14;H-1B;12/01/2011;11/30/2014;THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS;5323 HARRY HINES BOULEVARD;;DALLAS;TX;75390;UNITED STATES OF AMERICA;;2146331297;;;;;POSTDOCTORAL RESEARCHER;19-4021;"MEDICAL SCIENTISTS, EXCEPT EDPIDEMIOLOGISTS";611310;1;Y;33238.00;Year;Level I;Other;2011;OFLC ONLINE DATA CENTER;37740.00 -;Year;N;N;DALLAS;DALLAS;TX;75390
I-200-11273-478804;CERTIFIED;4/15/15;4/21/15;H-1B;05/04/2015;05/03/2018;MCGLADREY LLP;ONE SOUTH WACKER DRIVE;SUITE 600;CHICAGO;IL;60606;UNITED STATES OF AMERICA;;3126343457;;JOCELYN CAMPANARO;DENVER;CO;"SR. ASSOCIATE-CONSULTING, TECHNOLOGY RISK ADVISORY SERVICES";15-1121;COMPUTER SYSTEMS ANALYSTS;5412;1;Y;66602.00;Year;Level I;OES;2014;OFLC ONLINE DATA CENTER;75000.00 -;Year;N;N;SAN JOSE;SANTA CLARA;CA;95113
I-200-11273-520954;WITHDRAWN;10/7/11;2/13/15;H-1B;03/19/2012;03/19/2015;"CADWALADER, WICKERSHAM & TAFT LLP";ONE WORLD FINANCIAL CENTER;;NEW YORK;NY;10281;UNITED STATES OF AMERICA;;2125046000;;DANA DI RAIMONDO;NEW YORK;NY;ASSOCIATE (LAWYER);23-1011;LAWYERS;541110;1;Y;82243.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;160000 -;Year;N;N;NEW YORK;NEW YORK;NY;10281
I-200-11273-554472;CERTIFIED-WITHDRAWN;10/11/11;11/18/14;H-1B;03/16/2012;03/15/2015;BLUECROSS AND BLUESHIELD ASSOCIATION;225 NORTH MICHIGAN AVENUE;;CHICAGO;IL;60601;UNITED STATES OF AMERICA;;3122975655;;JAMES KING;ATLANTA;GA;SOFTWARE DESIGN ANALYST III;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";524114;1;Y;105000;Year;;Other;2011;MERCER BENCHMARK DATABASE INFORMATION TECHNOLOGY SURVEY REPORT;105000 - 115000;Year;N;N;CHICAGO;COOK;IL;60601
I-200-11273-583223;CERTIFIED-WITHDRAWN;9/30/11;10/2/14;H-1B;10/17/2011;10/16/2014;JPMORGAN CHASE & CO.;10 S. DEARBORN STREET;IL1-0043;CHICAGO;IL;60603;UNITED STATES OF AMERICA;;3127322655;;;;;PERFORMANCE TESTING & ENGINEERING ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;551112;1;Y;74422;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;85000 -;Year;N;N;JERSEY CITY;HUDSON;NJ;07310
I-200-11273-808650;CERTIFIED-WITHDRAWN;9/30/11;10/15/14;H-1B;02/01/2012;02/01/2015;JPMORGAN CHASE & CO.;10 S. DEARBORN;IL1-0043;CHICAGO;IL;60603;UNITED STATES OF AMERICA;;3124072231;;;;;AVP RISK ANALYST II;15-2031;OPERATIONS RESEARCH ANALYSTS;551112;1;Y;68099;Year;Level IV;OES;2011;OFLC ONLINE DATA CENTER;75000 -;Year;N;N;COLUMBUS;FRANKLIN COUNTY;OH;43240
I-200-11273-936957;CERTIFIED-WITHDRAWN;9/30/11;11/12/14;H-1B;12/01/2011;11/30/2014;THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS;5323 HARRY HINES BOULEVARD;;DALLAS;TX;75390;UNITED STATES OF AMERICA;;2146331297;;;;;POSTDOCTORAL RESEARCHER;19-1042;"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS";611310;1;Y;33238.00;Year;Level I;Other;2011;FLC ONLINE DATA CENTER;38496.00 -;Year;N;N;DALLAS;DALLAS;TX;75390
I-200-11276-058365;CERTIFIED-WITHDRAWN;10/7/11;10/1/14;H-1B;11/15/2011;11/14/2014;WASHINGTON UNIVERSITY IN ST. LOUIS;ONE BROOKINGS DRIVE;;ST. LOUIS;MO;63130;UNITED STATES OF AMERICA;;3149355910;;;;;INSTRUCTOR;25-1071;"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY";611310;1;Y;39820;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;126000 -;Year;N;N;ST. LOUIS;ST. LOUIS CITY;MO;63110
I-200-11276-345471;CERTIFIED-WITHDRAWN;10/6/11;2/26/15;H-1B;03/23/2012;03/22/2015;"T-MOBILE USA, INC.";12920 SE 38TH ST;N/A;BELLEVUE;WA;98006;UNITED STATES OF AMERICA;;4253833394;;REBECCA VAN UITERT;CHICAGO;IL;"ENGINEER, RADIO FREQUENCY DEPLOYMENT";17-2071;ELECTRICAL ENGINEERS;517212;1;Y;71448.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;71448 - 91856.44;Year;N;N;PARSIPPANY;MORRIS;NJ;07054
I-200-11276-609953;CERTIFIED-WITHDRAWN;10/3/11;10/1/14;H-1B;10/15/2011;10/15/2014;"ORACLE AMERICA, INC.";500 ORACLE PARKWAY;;REDWOOD SHORES;CA;94065;UNITED STATES OF AMERICA;;6505067000;;JEFF APPLEMAN;SAN FRANCISCO;CA;SOFTWARE DEVELOPER - ARCHITECT;15-1133;"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE";511210;1;Y;136000;Year;;Other;2011;TOWERS WATSON PROFESSIONAL SPECIALIZED SERVICES PERSONNEL;263500 -;Year;N;N;REDWOOD SHORES;SAN MATEO;CA;94065
I-200-11276-742883;CERTIFIED-WITHDRAWN;10/11/11;10/27/14;H-1B;11/01/2011;10/31/2014;"CITIBANK, N.A.";111 WALL STREET;17TH FLOOR;NEW YORK;NY;10005;UNITED STATES OF AMERICA;;2128165663;;Mark Kingstone;NEW YORK;NY;"ANALYST, GLOBAL TRANSACTION SERVICES";13-2051;FINANCIAL ANALYSTS;523110;1;Y;62566.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;65000 -;Year;N;N;NEW YORK;NEW YORK;NY;10013
I-200-11277-165068;CERTIFIED-WITHDRAWN;10/4/11;10/1/14;H-1B;11/01/2011;10/30/2014;HARMONY SCIENCE ACADEMY-ODESSA;2755 N GRANDVIEW AVE.;;ODESSA;TX;79762;UNITED STATES OF AMERICA;;4323636000;;;;;TURKISH LANGUAGE TEACHER;25-2031;"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND";611110;1;Y;2963.34;Month;Level I;OES;2011;OFLC ONLINE DATA CENTER;3000 -;Month;Y;N;ODESSA;ECTOR;TX;79762
I-200-11278-650560;CERTIFIED-WITHDRAWN;10/5/11;12/16/14;H-1B;12/18/2011;12/18/2014;"MARLABS, INC";1 CORPORATE PLACE SOUTH;;PISCATAWAY;NJ;08854;UNITED STATES OF AMERICA;;7326941000;;;;;PROGRAMMER/ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;63877.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;63900 -;Year;Y;N;CHICAGO;COOK COUNTY;IL;60601-3200
I-200-11279-032278;CERTIFIED-WITHDRAWN;4/11/13;10/28/14;H-1B;09/07/2013;09/06/2016;"ORACLE FINANCIAL SERVICES SOFTWARE, INC.";399 THORNALL STREET;;EDISON;NJ;08837;UNITED STATES OF AMERICA;;6466195313;;MICHELLE FUNK;MCLEAN;VA;COMPUTER SYSTEMS ENGINEER (SR. PRINCIPAL CONSULTANT);15-1799;"COMPUTER OCCUPATIONS, ALL OTHER*";541511;1;Y;94950;Year;;Other;2013;RADFORD GLOBAL TECHNOLOGY SURVEY;99161 -;Year;N;N;EDISON;MIDDLESEX;NJ;08837
I-200-11279-328695;WITHDRAWN;10/6/11;10/8/14;H-1B;01/02/2012;01/02/2015;"CONCUR TECHNOLOGIES, INC.";18400 N.E. UNION HILL ROAD;;REDMOND;WA;98052;UNITED STATES OF AMERICA;;4258955355;;GREGORY MCCALL;SEATTLE;WA;QUALITY ASSURANCE MANAGER;11-3021;COMPUTER AND INFORMATION SYSTEMS MANAGERS;541511;1;Y;113901.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;114000.00 - 124000.00;Year;N;N;REDMOND;KING;WA;98052
I-200-11279-396092;WITHDRAWN;10/10/14;10/10/14;H-1B;10/10/2014;10/09/2017;CONOCOPHILLIPS COMPANY;600 N. DAIRY ASHFORD;;HOUSTON;OK;74004;UNITED STATES OF AMERICA;;9186611824;;LAURIE SNIDER;DALLAS;TX;STAFF PROCESS ENGINEER;17-2041;CHEMICAL ENGINEERS;324110;1;Y;77804.00;Year;Level IV;Other;2014;DIETRICH 2011 SPRING ENGINEERING SALARY SURVEY;77804 - 115800;Year;N;N;WILMINGTON;LOS ANGELES;CA;90744
I-200-11279-616927;WITHDRAWN;10/19/11;11/14/14;H-1B;12/05/2011;12/04/2014;"CITRIX SYSTEMS, INC.";851 WEST CYPRESS CREEK ROAD;;FORT LAUDERDALE;FL;33309;UNITED STATES OF AMERICA;;9542673000;;SAMANTHA BROOKS;ATLANTA;GA;PRODUCT DESIGNER;27-1024;GRAPHIC DESIGNERS;541511;1;Y;88878.00;Year;Level IV;OES;2011;OFLC ONLINE DATA CENTER;95000 - 115000;Year;N;N;SANTA CLARA;SANTA CLARA;CA;95054
I-200-11280-449911;CERTIFIED-WITHDRAWN;10/7/11;12/5/14;H-1B;02/26/2012;02/25/2015;MICROSOFT CORPORATION;1 MICROSOFT WAY;;REDMOND;WA;98052;UNITED STATES OF AMERICA;;4258828080;;;;;SOFTWARE DEVELOPMENT ENGINEER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";51121;1;Y;84302.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;98710 -;Year;N;N;BELLEVUE;KING;WA;98004
I-200-11283-168995;CERTIFIED-WITHDRAWN;10/12/11;2/9/15;H-1B;04/10/2012;04/09/2015;"CAPITAL IQ, INC. (SUBSIDIARY OF THE MCGRAW-HILL COMPANIES, INC.)";"148 PRINCETON-HIGHTSTOWN ROAD, S-1";;HIGHTSTOWN;NJ;08520;UNITED STATES OF AMERICA;;6094265768;;THEODORE RUTHIZER;NEW YORK;NY;DATABASE ENGINEER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";523999;1;Y;69451;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;69451 - 75000;Year;N;N;NEW YORK;NEW YORK;NY;10041
I-200-11283-786835;CERTIFIED-WITHDRAWN;10/10/11;10/3/14;H-1B;10/12/2011;10/12/2014;"MARLABS, INC";1 CORPORATE PLACE SOUTH;;PISCATAWAY;NJ;08854;UNITED STATES OF AMERICA;;7326941000;;;;;PROGRAMMER/ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;76544.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;76600 -;Year;Y;N;MORRISTOWN;MORRIS COUNTY;NJ;07960
I-200-11283-861007;CERTIFIED-WITHDRAWN;10/11/11;12/23/14;H-1B;01/20/2012;01/20/2015;MICROSOFT CORPORATION;1 MICROSOFT WAY;;REDMOND;WA;98052;UNITED STATES OF AMERICA;;4258828080;;;;;SOFTWARE DEVELOPMENT ENGINEER IN TEST;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";51121;1;Y;71906.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;95000 -;Year;N;N;REDMOND;KING;WA;98052
I-200-11284-111851;CERTIFIED;2/27/15;3/5/15;H-1B;08/21/2015;08/20/2018;STATE UNIVERSITY OF NEW YORK - BUFFALO STATE COLLEGE;1300 ELMWOOD AVENUE;;BUFFALO;NY;14222-1095;UNITED STATES OF AMERICA;;7188784124;;ELIZABETH REICHARD;NEW YORK;NY;ASSOCIATE PROFESSOR;25-1031;"ARCHITECTURE TEACHERS, POSTSECONDARY";611310;1;Y;46410.00;Year;;CBA;2013;N/A - PREVAILING WAGE DETERMINED BY CBA;66731 -;Year;N;N;BUFFALO;ERIE;NY;14222
I-200-11284-153758;CERTIFIED-WITHDRAWN;10/11/11;11/24/14;H-1B;02/13/2012;02/12/2015;SEQUENOM CENTER FOR MOLECULAR MEDICINE;301 MICHIGAN STREET NE;SUITE 580;GRAND RAPIDS;MI;49503;UNITED STATES OF AMERICA;;8582029039;;FAUSTA ALBI;SAN DIEGO;CA;RESEARCH ASSOCIATE II;19-1021;BIOCHEMISTS AND BIOPHYSICISTS;621511;1;Y;51854.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;55000.00 -;Year;N;N;SAN DIEGO;SAN DIEGO;CA;92121
I-200-11285-027471;CERTIFIED-WITHDRAWN;10/12/11;2/2/15;H-1B;03/01/2012;02/28/2015;EMORY UNIVERSITY;1599 CLIFTON ROAD;;ATLANTA;GA;30322;UNITED STATES OF AMERICA;;4047272243;;;;;POSTDOCTORAL FELLOW;19-1029;"BIOLOGICAL SCIENTISTS, ALL OTHER";611310;1;Y;37336;Year;Level I;Other;2011;FLCDC ONLINE WAGE LIBRARY;42624 -;Year;N;N;ATLANTA;DEKALB;GA;30030
I-200-11285-091294;CERTIFIED-WITHDRAWN;10/12/11;11/4/14;H-1B;01/01/2012;01/01/2015;EMORY UNIVERSITY;1599 CLIFTON ROAD;;ATLANTA;GA;30322;UNITED STATES OF AMERICA;;4047272243;;;;;POSTDOCTORAL RESEARCH FELLOW;19-1029;"BIOLOGICAL SCIENTISTS, ALL OTHER";611310;1;Y;37336.00;Year;Level I;Other;2011;FLCDC ONLINE WAGE LIBRARY;50000 -;Year;N;N;ATLANTA;DEKALB;GA;30329
I-200-11285-109519;CERTIFIED-WITHDRAWN;10/12/11;12/3/14;H-1B;12/15/2011;12/14/2014;UNIVERSITY OF FLORIDA;903 WEST UNIVERSITY;P O BOX 115002;GAINESVILLE;FL;32601;UNITED STATES OF AMERICA;;3523922477;;;;;POSTDOCTORAL ASSOCIATE;19-4021;BIOLOGICAL TECHNICIANS;611310;1;Y;26853.00;Year;Level I;OES;2011;OFLC;37740 -;Year;N;N;GAINESVILLE;ALACHUA;FL;32611
I-200-11285-239444;CERTIFIED-WITHDRAWN;10/12/11;2/2/15;H-1B;04/01/2012;03/31/2015;EMORY UNIVERSITY;1599 CLIFTON ROAD;;ATLANTA;GA;30322;UNITED STATES OF AMERICA;;4047272243;;;;;POST DOCTORAL FELLOW;19-1021;BIOCHEMISTS AND BIOPHYSICISTS;611310;1;Y;38293.00;Year;Level I;Other;2011;FLCDC ONLINE WAGE LIBRARY;39000 -;Year;N;N;ATLANTA;DEKALB;GA;30322
I-200-11285-573857;CERTIFIED-WITHDRAWN;10/12/11;1/27/15;H-1B;04/01/2012;03/31/2015;EMORY UNIVERSITY;1599 CLIFTON ROAD;;ATLANTA;GA;30322;UNITED STATES OF AMERICA;;4047272243;;;;;"ASSISTANT PROFESSOR, TENURE TRACK";17-2031;BIOMEDICAL ENGINEERS;611310;1;Y;68058.00;Year;Level III;Other;2011;FLCDC ONLINE WAGE LIBRARY;126072 -;Year;N;N;ATLANTA;DEKALB;GA;30322
I-200-11285-798950;CERTIFIED-WITHDRAWN;10/12/11;2/27/15;H-1B;03/05/2012;03/05/2015;EMORY UNIVERSITY;1599 CLIFTON ROAD;;ATLANTA;GA;30322;UNITED STATES OF AMERICA;;4047272243;;;;;POST DOCTORAL FELLOW;19-1022;MICROBIOLOGISTS;611310;1;Y;37149.00;Year;Level I;Other;2011;FLCDC ONLINE WAGE LIBRARY;38000 -;Year;N;N;ATLANTA;DEKALB;GA;30329
I-200-11285-943478;CERTIFIED-WITHDRAWN;10/12/11;10/6/14;H-1B;12/22/2011;12/22/2014;"MERCK & CO., INC.";ONE MERCK DRIVE (WS3B-45);PO BOX 100;WHITEHOUSE STATION;NJ;08889;UNITED STATES OF AMERICA;;9084234083;;;;;SENIOR RESEARCH STATISTICIAN;15-2041;STATISTICIANS;541700;1;Y;87235;Year;Level III;Other;2011;OFLC ONLINE DATA CENTER;89510 - 149180;Year;N;N;RAHWAY;UNION;NJ;07065
I-200-11285-946771;WITHDRAWN;10/13/11;2/2/15;H-1B;01/30/2012;01/29/2015;"CHANGE.ORG, INC.";"139 TOWNSEND STREET, SUITE 150";;SAN FRANCISCO;CA;94107;UNITED STATES OF AMERICA;;4152544440;;BARBARA LAAM;CUPERTINO;CA;ANALYTICS ENGINEER;15-2041;STATISTICIANS;519130;1;Y;70533;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;90000 -;Year;N;N;SAN FRANCISCO;SAN FRANCISCO;CA;94107
I-200-11286-114211;CERTIFIED-WITHDRAWN;10/13/11;10/3/14;H-1B;10/17/2011;10/17/2014;"MARLABS, INC";1 CORPORATE PLACE SOUTH;;PISCATAWAY;NJ;08854;UNITED STATES OF AMERICA;;7326941000;;;;;PROGRAMMER/ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;76378;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;76400 -;Year;Y;N;WALTHAM;MIDDLESEX COUNTY;MA;02451
I-200-11286-569549;WITHDRAWN;10/13/11;10/3/14;H-1B;01/09/2012;01/08/2015;BROADCOM CORPORATION;5300 CALIFORNIA AVENUE;N/A;IRVINE;CA;92617;UNITED STATES OF AMERICA;N/A;9499265000;;A. James V_zquez-Azpiri;San Francisco;CA;"ENGINEER, STAFF II - SYSTEMS DESIGN";15-1133.00;"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE";334413;1;Y;87256.00;Year;Level II;OES;2011;OFLC ONLINE DATA CENTER;98000.00 -;Year;N;N;MATAWAN;MONMOUTH;NJ;07747
I-200-11287-140845;CERTIFIED;1/21/15;1/28/15;H-1B;07/23/2015;07/22/2018;"VMWARE, INC.";3401 HILLVIEW AVE;;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;JACQUELYN MARONEY;AUSTIN;TX;STAFF ENGINEER;15-1132;"SOFTWARE DEVELOPERS, APPLICATIONS";541511;1;Y;134128.00;Year;;Other;2014;RADFORD GLOBAL TECHNOLOGY SURVEY;157600.00 -;Year;N;N;PALO ALTO;SANTA CLARA;CA;94304
I-200-11287-485229;WITHDRAWN;10/14/11;11/21/14;H-1B;01/01/2012;01/01/2015;TETRA PAK;101 CORPORATE WOODS PKWY;;VERNON HILLS;IL;60061;UNITED STATES OF AMERICA;;8479556000;;PHILIP KLEINER;NEW YORK;NY;SERVICE ENGINEER- SUPERVISOR;17-2141;MECHANICAL ENGINEERS;333993;1;Y;55578;Year;Level II;Other;2011;OFLC ONLINE DATA CENTER;85680 -;Year;N;N;LAKE GENEVA;WALWORTH;WI;53147
I-200-11290-096605;WITHDRAWN;10/17/11;10/6/14;H-1B;10/24/2011;10/23/2014;UNITED SOFTWARE GROUP INC.;555 METRO PLACE NORTH;SUITE 100;DUBLIN;OH;43017;UNITED STATES OF AMERICA;FRANKLIN;6147913223;;"L. NAGANANDA, ESQ.";ISELIN;NJ;BUSINESS ANALYST;13-1111;MANAGEMENT ANALYSTS;541511;1;Y;51709.00;Year;Level I;OES;2011;OFLC ONLINE DATA CENTER;53000.00 -;Year;Y;N;CHARLOTTE;MECKLENBURG;NC;28208
